DESIGNATION,Female,Male
IR07L324,IR73711-130-1-3-1_IR77782-B-10-1-2,IR70210-39-CPA7-1-1-4-2
IR07L296,IR73711-130-1-3-1_IR77782-B-10-1-2,IR70210-39-CPA7-1-1-4-2
IR07L318,IR73711-130-1-3-1_IR77782-B-10-1-2,IR70210-39-CPA7-1-1-4-2
IR07L308,IR73711-130-1-3-1_IR77782-B-10-1-2,IR70210-39-CPA7-1-1-4-2
IR07L325,IR73711-130-1-3-1_IR77782-B-10-1-2,IR70210-39-CPA7-1-1-4-2
IR07L304,IR73711-130-1-3-1_IR77782-B-10-1-2,IR70210-39-CPA7-1-1-4-2
IR07L298,IR73711-130-1-3-1_IR77782-B-10-1-2,IR70210-39-CPA7-1-1-4-2
IR07L311,IR73711-130-1-3-1_IR77782-B-10-1-2,IR70210-39-CPA7-1-1-4-2
IR07L305,IR74599-34-2-1-3-2_PSBRC82,IR72665-20-3B-1-1-B
IR07L297,IR74599-34-2-1-3-2_PSBRC82,IR72665-20-3B-1-1-B
IR07L291,IR74600-38-2-3-3-2_IR02N200,SABITA(NC492)
IR07L307,IR74600-38-2-3-3-2_IR02N200,SABITA(NC492)
IR07L126,IR55423-01(NSICRC9),IR73571-3B-14-1
IR07L135,IR55423-01(NSICRC9),IR73571-3B-14-1
IR07L141,IR55423-01(NSICRC9),IR73571-3B-14-1
IR07L129,IR55423-01(NSICRC9),IR73571-3B-14-1
IR07L183,IR55423-01(NSICRC9),IR73571-3B-14-1
IR07L140,IR55423-01(NSICRC9),IR73571-3B-14-1
IR07L179,IR55423-01(NSICRC9),IR61920-3B-22-2-1(NSICRC106)
IR07L143,IR55423-01(NSICRC9),IR61920-3B-22-2-1(NSICRC106)
IR07L286,BR28,IR55423-01(NSICRC9)
IR07L147,BR28,IR55423-01(NSICRC9)
IR07L185,BR28,IR55423-01(NSICRC9)
IR07L146,BR29,THADOKKHAM1
IR07L130,BR29,THADOKKHAM1
IR07L175,IR57514-PMI5-B-1-2,IRRI123
IR07L123,IR57514-PMI5-B-1-2,IRRI123
IR07L133,IR61920-3B-22-2-1(NSICRC106,IR11L101
IR07L127,IR61920-3B-22-2-1(NSICRC106,UPLRI7
IR07L180,IR61920-3B-22-2-1(NSICRC106,UPLRI7
IR07L172,IR72593-B-3-2-3-3,IR11L101
IR07L132,IR72593-B-3-2-3-3,IR11L101
IR07L157,IR73571-3B-14-1,IR55423-01(NSICRC9)
IR07L114,IR73571-3B-14-1,IR55423-01(NSICRC9)
IR07W120,OG6709-7,IR55423-01(NSICRC9)
IR07L117,IR73571-3B-14-1,IR55423-01(NSICRC9)
IR07L119,IR73571-3B-14-1,IR55423-01(NSICRC9)
IR07L107,IR73571-3B-14-1,IR55423-01(NSICRC9)
IR07L115,IR73571-3B-14-1,IR55423-01(NSICRC9)
IR07L125,IR73571-3B-14-1,IR55423-01(NSICRC9)
IR07L161,IR73571-3B-14-1,IR55423-01(NSICRC9)
IR07L121,IR73571-3B-14-1,IR55423-01(NSICRC9)
IR07L102,IR73571-3B-14-1,IR74371-70-1-1
IR07L177,IR73571-3B-14-1,IR74371-70-1-1
IR07L151,IR73571-3B-14-1,IR74371-70-1-1
IR07L184,IR73571-3B-14-1,IR74371-70-1-1
IR07L131,IR73571-3B-14-1,IR74371-70-1-1
IR07L142,IR73571-3B-14-1,UPLRI7
IR07L162,IR73571-3B-14-1,UPLRI7
IR07L109,IR73571-3B-14-1,UPLRI7
IR07L148,IR73571-3B-14-1,UPLRI7
IR07L153,IR73571-3B-14-1,UPLRI7
IR07L124,IR73571-3B-14-1,UPLRI7
IR07L134,IR73571-3B-14-1,UPLRI7
IR07L165,IR73571-3B-14-1,UPLRI7
IR07L105,IR73571-3B-14-1,UPLRI7
IR07L108,IR73571-3B-14-1,UPLRI7
IR07L111,IR73571-3B-14-1,UPLRI7
IR07L156,IR73571-3B-14-1,UPLRI7
IR07L154,IR73571-3B-14-1,UPLRI7
IR07L112,IR73571-3B-14-1,UPLRI7
IR07L174,IR75000-69-2-1-2,IR55423-01(NSICRC9)
IR07L176,IR75000-69-2-1-2,IR55423-01(NSICRC9)
IR07L181,IR75502-61-1-1-B,IR64
IR07L128,IR75502-61-1-1-B,IR64
IR07L136,IR75502-61-1-1-B,IR64
IR82948-14,IR64,IR72
NAMSAGUI19,0,0
RAJASHREE,N22,0
IR09L329,IR72022-46-2-3-3-2,SAMBHAMAHSURI
IR71525-19-1-1,IR60080-46A,IR62752-7
IR75417-R-R-R-R-315-3,SBIR67471-M-8-1-1-1-1,SABITA(NC492)
IR74286-55-2-3-2-3,IR58773-35-3-1-2,IR68059-137-2-1-3-3
IR74052-54-3-2,IR00A103,IR67406-49-2-3-6-3-1
IR06L158,IR70177-76-3-1-1,IR00W102
IR06L136,IR70181-70-PMI3-5-B-2,IR77082-B-35-1-1
IR70215-65-CPA2-UBN2-B-1-1,IR57519-PMI5-B-2-2_IR57514-SRN299-2-1-1,IR43524-55-1-3-2
IR06G108,IR82851-16,IR82855-9
IR06G110,IR82851-16,IR82855-9
IR06L152,IR72981-92-1-1-2-2,IR77080-B-34-1-1
IR72875-94-3-3-2,IRRI123,IR66863-186-2-1-1-2
IR06L167,IR72022-1-2-1-1-3-2,IR01N223
IR06L131,IR70181-70-PMI3-5-B-2,IR77082-B-35-1-1
IR06L746,IRRI143,IR74371-70-1-1
IR04A325,IR69713-43-1-3-2-3_IR59682-132-1-1-2(PSBRC52),IR73885-1-4-3-2-1-6
IR04A247,IR71730-51-2,IR72865-95-3-2-2
IR08L118,IR78875-131-B-1-2,IR64
IR05N499,IR74052-297-2-1_IR72165-63-2-3-3,IR69726-116-1-3(MATATAG1)
IR05A240,IR74052-297-2-1,IR71730-51-2
IR05N372,IR72165-63-2-3-3,IR72903-121-2-1-2
IR72903-121-2-1-2,IR65469-10-2-1-3-3-2,IR68059-5-2-1
SABITA(NC492),0,0
IR82870-58,IR82851-16,IR82855-9
IR57514-PMI5-B-1-2,IR43581-57-3-3-6_KHAODAWKMALI105,IR21836-90-3
IR05N386,IR72985-65-3-1,IR72903-121-2-1-2
IR80413-B-10-3,IR70181-70-PMI3-5-B-2,IR77082-B-87-2-2
IR80411-B-28-4,IR70181-26-PMI2-9-1-1,PSBRC18(IR51672-62-2-1-1-2-3)
IR80463-B-39-3,IR77080-B-34-3,IR73707-45-3-2-3
IR70416-53-2-2,IR66295-71-2,IR66696-97-4-3-1
IR82074-B-B-62-3,IR77078-B-17-3-2,IR74371-3-1-1
IR14D136,IR10F188,KHO487-4
IR14D151,IR10F188,KHO487-4
IR77073-B-35-1-1,IR70169-3-2-1-2,IR73887-1-8-2-1
IR77778-B-8-1-2,IR70179-1-1-1-1_IR73885-1-4-3-2-1-6,IR70215-4-CPA1-UBN1-1-3
IR15A2373,PR37866-1B-1-4,NSICRC158
IR15A2401,IR04A115,PSBRC10(IR50404-57-2-2-3)
IR15A2442,IR04A429_IR68144-2B-2-2-3-1-166,IR09N496
IR15L1416,IR07N112,IR11L186
IR15L1419,IR08N120,IR10L182
IR15L1426,IR08L152_IR11L269,IR71700-247-1-1-2
IR15L1442,IR65600-81-5-3-2,IR11L147
IR15D107,IRRI154_MAZHAN(RED),IR08N194
IR15D108,IRRI154_MAZHAN(RED),IR08N194
IR15D109,KALARATA1-24_KHO,IR08N194
IR15L1411,IR97982:111,MRQ74
IR15L1412,IR97982:111,MRQ74
IR15L1413,IR97982:111,MRQ74
IR15L1414,IR97982:111,MRQ74
IR15L1415,IR97982:111,MRQ74
IR15D120,IR09F437_IR06F168,KHAO487-4
IR15D119,IR10F188,KHO487-4
IR15D114,KALARATA1-24_KHO,IR08N194
IR15D113,KALARATA1-24_KHO,IR08N194
IR15D112,KALARATA1-24_KHO,IR08N194
IR15T1133,IR11T264,PR36933-B-1-36-1-1-1
PR26016,IR8234-0T-9-2-4-2,GIZA171
IR43070,SPT7149-429-3,IR21848-65-3-2
IR70181-32-PMI-1-1-4-2,IR43524-55-1-3-2_IR57519-PMI5-B-2-2,IR43487-11-2-3-2
IR70215-70-CPA3-4-1-3,IR57519-PMI5-B-2-2_IR57514-SRN299-2-1-1,IR43524-55-1-3-2
IR00L101,IR55419-4,WAYRAREM
IR00L102,IR70177-76-2-1-2,IR44699-21-1-3-4
IR77080-B-34-1-1,IR70179-1-1-1-1,IR73885-1-4-3-2-1-6
IR80416-B-152-4,IR70204-32-1-B-2,IR71676-90-2-2
IR80416-B-32-3,IR70204-32-1-B-2,IR71676-90-2-2
IR80417-B-120-4,IR70204-32-1-B-2,IR71700-247-1-1-2
IR80461-B-7-1,IR77080-B-34-3,IR00A103
IR80463-B-39-1,IR77080-B-34-3,IR73707-45-3-2-3
IR06L739,IRRI143,CT6510-24-1-2
IR06L742,IRRI143,IR74371-3-1-1
IR06L766,IR01A102,CT6510-24-1-2
IR06L771,IR01A102,CT6510-24-1-2
IR05N211,IR73006-12-3-3-2,IR73707-45-3-2-3
IR09L294,IR71700-247-1-1-2,IR77080-B-34-1-1
IR03A392,IR64,W574
IR11L164,IR06L164,IR79906-B-192-2-3
IR11L221,IR06L164,IR78985-B-6-B-B-B
IR82635-B-B-75-2,IR78875-176-B-2,IR78875-207-B-3
IR77080-B-6-2-2,IR70179-1-1-1-1,IR73885-1-4-3-2-1-6
IR82082-B-B-70-4,IR77080-B-6-2-2,IR74371-78-1-1
IR81421-B-B-25-1,IR73571-3B-14-1,UPLRI7
IR82077-B-B-93-2,IR77078-B-17-3-2,THADOKKHAM1
IR77081-B-61-2-1,IR70179-1-1-1-1,IR73887-1-8-2-1
DT24032-17,0,0
IR74293-95-1-1-2-2,IR66165-24-6-3-2_IR68077-7-2-3-2-1,IR68444-18-1-3-3
IR77076-B-27-1-1,IR70177-76-1-1-3,IR72884-126-1-2-3
DT24043-3,IR64,SML242
IR66233-151-1-1,PUSA615-140-10-1,IR59648-218-1-2-1
IR67022-54-3-1,PUSA615-140-10-1,IR60975-58-5-4
IR75004-24-4-1-2,IR69502-6-SRN3-UBN1-B-10-2_IRRI119,IR68835-98-2-B-2-1-1-3
IR74118-4-3-1-1,IR69502-6-SRN3-UBN1-B-10-2,IRRI119
IR74137-5-3-3-1,IR70175-42-1-1-1-3,PSBRC18(IR51672-62-2-1-1-2-3)
IR77078-B-17-3-2,IR70177-76-3-1-1,IR72869-5-2-3-1
IR77081-B-55-2-2,IR70179-1-1-1-1,IR73887-1-8-2-1
IR77081-B-61-2-3,IR70179-1-1-1-1,IR73887-1-8-2-1
IR82077-B-B-108-2,IR77078-B-17-3-2,THADOKKHAM1
IR81398-B-B-96-2,IR55423-01(NSICRC9),IR61920-3B-22-2-1(NSICRC106
IR81426-B-B-171-3,IR75000-69-2-1-2,IR74371-70-1-1
IR82082-B-B-70-3,IR77080-B-6-2-2,IR74371-78-1-1
IR82080-B-B-24-2,IR77080-B-6-2-2,IR74371-3-1-1
IRRI217,IR77078-B-17-3-2,THADOKKHAM1
IR81426-B-B-171-1,IR75000-69-2-1-2,IR74371-70-1-1
IR82286-B-B-62-3,IR61920-3B-22-2-1(NSICRC106_UPLRI7,IR64
IR81427-B-B-116-3,IR75502-61-1-1-B,IR64
IR82286-B-B-96-4,IR61920-3B-22-2-1(NSICRC106_UPLRI7,IR64
IR81425-B-B-155-1,IR75000-69-2-1-2,IR55423-01(NSICRC9)
IR82077-B-B-79-1,IR77078-B-17-3-2,THADOKKHAM1
IR82077-B-B-79-3,IR77078-B-17-3-2,THADOKKHAM1
IR82293-B-B-108-4,IR75000-69-2-1-2_IR55423-01(NSICRC9),IR64
IR82077-B-B-71-2,IR77078-B-17-3-2,THADOKKHAM1
IR73943-120-5-3-2,IR65629-22-1-3-3-3-1,IR69099-47-1-2-2
IR81426-B-B-34-1,IR75000-69-2-1-2,IR74371-70-1-1
IR77077-B-28-1-2,IR70177-76-1-1-3,IR73887-1-8-2-1
IR82080-B-B-30-2,IR77080-B-6-2-2,IR74371-3-1-1
IR06L741,IRRI143,CT6510-24-1-2
IR81396-B-B-161-1,IR55423-01(NSICRC9),IR73571-3B-14-1
IR82288-B-B-95-4,IR72593-B-3-2-3-3_IR11L101,IR64
IR82293-B-B-86-1,IR75000-69-2-1-2_IR55423-01(NSICRC9),IR64
IR81396-B-B-24-1,IR55423-01(NSICRC9),IR73571-3B-14-1
IR82287-B-B-77-2,IR72593-B-3-2-3-3_IR55423-01(NSICRC9),IR64
IR82077-B-B-110-1,IR77078-B-17-3-2,THADOKKHAM1
IR82287-B-B-77-4,IR72593-B-3-2-3-3_IR55423-01(NSICRC9),IR64
IR82077-B-B-108-1,IR77078-B-17-3-2,THADOKKHAM1
IR81396-B-B-190-3,IR55423-01(NSICRC9),IR73571-3B-14-1
IR81192-B-B-124-1,IR74600-38-2-3-3-2_IR02N200,SABITA(NC492)
IR81427-B-B-125-2,IR75502-61-1-1-B,IR64
IR82077-B-B-83-2,IR77078-B-17-3-2,THADOKKHAM1
IR82077-B-B-46-1,IR77078-B-17-3-2,THADOKKHAM1
IR82077-B-B-32-1,IR77078-B-17-3-2,THADOKKHAM1
IR81187-B-B-44-1,IR73711-130-1-3-1_IR77782-B-10-1-2,IR70210-39-CPA7-1-1-4-2
IR82077-B-B-42-1,IR77078-B-17-3-2,THADOKKHAM1
IR81396-B-B-169-1,IR55423-01(NSICRC9),IR73571-3B-14-1
IR82077-B-B-123-2,IR77078-B-17-3-2,THADOKKHAM1
IR81412-B-B-72-3,IR57514-PMI5-B-1-2,IRRI123
IR82077-B-B-20-1,IR77078-B-17-3-2,THADOKKHAM1
IR81427-B-B-112-1,IR75502-61-1-1-B,IR64
IR81412-B-B-72-1,IR57514-PMI5-B-1-2,IRRI123
IR81413-B-B-11-2,IR61920-3B-22-2-1(NSICRC106,IR11L101
IR77298-12-7,IR64(WH)_ADAYSEL,IR64
IR74053-144-2-3,IR00A103,IR70177-32-2-1-3-2
IR82096-B-B-9-3,IR62141-114-3-2-2-2(PSBRC80),THADOKKHAM1
IR82286-B-B-3-2,IR61920-3B-22-2-1(NSICRC106_UPLRI7,IR64
IR82284-B-B-115-1,IR55423-01(NSICRC9)_IR61920-3B-22-2-1(NSICRC106,IR64
IR82292-B-B-108-3,IR73571-3B-14-1_UPLRI7,IR64
IR82286-B-B-17-3,IR61920-3B-22-2-1(NSICRC106_UPLRI7,IR64
IR82285-B-B-52-4,IR61920-3B-22-2-1(NSICRC106_IR11L101,IR64
IR82282-B-B-58-2,IR61920-3B-22-2-1(NSICRC106_IR55423-01(NSICRC9),IR64
IR81187-B-B-38-1,IR73711-130-1-3-1_IR77782-B-10-1-2,IR70210-39-CPA7-1-1-4-2
IR82292-B-B-117-2,IR73571-3B-14-1_UPLRI7,IR64
IR82286-B-B-3-3,IR61920-3B-22-2-1(NSICRC106_UPLRI7,IR64
IR82077-B-B-48-1,IR77078-B-17-3-2,THADOKKHAM1
IR82077-B-B-65-2,IR77078-B-17-3-2,THADOKKHAM1
IR82082-B-B-96-1,IR77080-B-6-2-2,IR74371-78-1-1
IR82094-B-B-97-4,IR62141-114-3-2-2-2(PSBRC80),SAMBHAMAHSURI
IR82077-B-B-101-3,IR77078-B-17-3-2,THADOKKHAM1
IR82077-B-B-20-3,IR77078-B-17-3-2,THADOKKHAM1
IR82077-B-B-48-2,IR77078-B-17-3-2,THADOKKHAM1
IR81398-B-B-91-1,IR55423-01(NSICRC9),IR61920-3B-22-2-1(NSICRC106
IR81396-B-B-122-1,IR55423-01(NSICRC9),IR73571-3B-14-1
IR09L213,IR72022-46-2-3-3-2,SWARNA
IR09A235,IR77429-38-69-B-6-1-1_NSICRC138,IR55423-01(NSICRC9)
IR10L149,IR70181-32-PMI1-1-5-1,IR71700-247-1-1
IR09L337,IR71700-247-1-1-2,SAMBHAMAHSURI
IR10L179,IR70181-32-PMI1-1-5-1,IR71700-247-1-1
IR83383-B-B-140-4,IR72022-46-2-3-3-2,IR57514-PMI5-B-1-2
IR11L218,IRRI143,IR81187-B-B-123
IR10L121,IR70181-32-PMI1-1-5-1,IR71700-247-1-1
IR12L307,IR04A212,IR08L119
IR12L263,IR77298-14-1-2-10,MTU1010
IR11L373,IR55419-04,IRRI154
IR84850-B-5-1-1,IR70181-32-PMI1-1-5-1,IR71700-247-1-1
IR11L256,IR06L164,IR11L101
A69-1,BG94-1,POKKALI
IR12L301,IR02A127,IR55419-04
IR12L306,IR04A212,IR08L119
IR12L308,IR04A212,IR08L119
IR12L253,IR73885-1-4-3-2-1-6,IR08L118
IR12L256,IR07A107,IR77298-5-6-18
IR12L258,IR07A107,IR77298-5-6-18
IR12L262,IR55419-04,MTU1010
IR12L266,IR77298-14-1-2-10,MTU1010
IR12L267,IR77298-14-1-2-10,MTU1010
IR12L268,IR77298-14-1-2-10,MTU1010
IR12L269,IR77298-14-1-2-10,MTU1010
IR12L273,IR77298-14-1-2-10,MTU1010
IR12L274,IR77298-14-1-2-10,MTU1010
IR12L276,IR77298-14-1-2-10,MTU1010
IR12L286,IR77298-5-6-18,MTU1010
IR12L287,IR77298-5-6-18,MTU1010
IR11L180,IR06L164,IR78985-B-6-B-B-B
IR11L194,IR06L164,IR81421-B-B-66
IR12L250,IR55419-04,MTU1010
IR12L304,IR04A212,IR08L119
IR12L311,IR06A144,IR57514-PMI5-B-1-2
IR10L282,IR06L161,IR80508-B-57-3-B
IR11L269,IR77298-14-1-2-10,IR81421-B-B-66
IR11L360,IRRI123,IR05A260
IR12L255,IR07A107,IR77298-5-6-18
IR12L259,IR07A107,IR77298-5-6-18
IR12L271,IR77298-14-1-2-10,MTU1010
IR12L272,IR77298-14-1-2-10,MTU1010
IR12L275,IR77298-14-1-2-10,MTU1010
IR12L282,IR77298-5-6-18,MTU1010
IR12L284,IR77298-5-6-18,MTU1010
IR11L410,IR11L101,IR05A235
IR11L433,IR11L101,IR05N359
IR11L431,IRRI123,IR06N102
IR12L336,IR77298-14-1-2-10,MTU1010
IR11L117,IR06L164,IRRI155
IR11L131,IR06L164,IR07L346
IR11L241,IR06L164,IR81421-B-B-66
IR11L244,IR06L164,IR81421-B-B-66
IR12L398,IR73885-1-4-3-2-1-6,IR77298-14-1-2-10
IR12L394,IR73885-1-4-3-2-1-6,IR08L118
IR12L387,IR73885-1-4-3-2-1-6,IR08L118
IR12L390,IR03A262,IR77298-14-1-2-10
IR12L379,IR03A262,IR77298-14-1-2-10
IR12L406,IR06N147,IR77298-5-6-18
IR12L173,IR55419-04,MTU1010
IR11L368,IRRI123,IR06N102
IR09L276,IR71700-247-1-1-2,SAMBHAMAHSURI
IR11L148,IR06L164,IR78878-53-2-2-2
IR10L151,IR70181-32-PMI1-1-5-1,IRRI163
IR11L245,IR06L164,IR81421-B-B-66
IR11L259,IR06L164,IR71525-19-1-1
IR11L146,IR06L164,IR81454-B-B-172
IR11L122,IR06L164,IR81454-B-B-172
IR10L137,IR70181-3-PMI1-UBN1-B-1-1,IRRI163
IR11L366,IRRI123,IR05A260
IR11L232,IR06L164,IR81421-B-B-66
IR11L231,IR77298-14-1-2-10,IR81421-B-B-66
IR15F1677,IR09F291,IR10F102
IR15F1697,IR10F365,IR09L204
IR15F1706,IR10F365,IR09L342
IR15F1709,IR10F365,IR09L303
IR15F1710,IR11F195,IR07F291
IR15F1716,IR12F124,IR12F257
IR15F1729,IR12F243,IR70213-9-CPA12-UBN2-1-3-1
IR15F1742,IR12F355,IR09L337
IR15F1745,IR12F397,IR12F385
IR15F1754,IR12F410,IR09L179
IR15F1764,IR12F542,IRRI119
IR15F1766,IR12F547,IR12F384
IR15F1768,IR12F567,IR09L337
IR15F1779,IRRI119,IRRI147
IR15F1804,IRRI123,IR09F436
IR15F1832,IRRI123,IR07F291
IR15F1864,IR04A115_PSBRC18(IR51672-62-2-1-1-2-3),IR10F109
IR15F1868,IRRI151_PSBRC10(IR50404-57-2-2-3),IR10F339
IR15F1872,IR05N412_IRRI154,IR10F339
IR15F1886,IR06A150_IRRI154,IR10F339
IR15F1889,IR06N209_IRRI154,IR10F388
IR15F1897,IR06N209_IRRI123,IR10F402
IR15F1900,IR06N234_NSICRC158,IR10F109
IR15F1907,IR06N234_IRRI154,IR10F203
IR15F1931,IR08A172_IRRI154,IR10F382
IR15F1936,IR08N136_IRRI154,IR10F203
IR15F1943,IR09A136_IRRI154,IR10F339
IR15F1982,PR37285-17-31-12-1-21-1-2_IRRI123,IR10F365
IR15F1989,PR37866-1B-1-4_NSICRC158,IR10F339
IR15F1996,PR37866-1B-1-4_IRRI154,IR10F388
IR15F2007,PR37866-1B-1-4_IRRI123,IR10F402
IR15T1303,IR06N170,IR03W134
IR15T1319,IR10F388,IR66946-3R-178-1-1
IR15T1330,PR40078-B-12-2_IR55179-3B-11-3,OM4498
IR15T1462,IR11T156,IR05N412
IR15T1469,IR11T251,IR09N522
IR15T1473,IR11T252,IR09N522
IR115838:5-5-5,IR115837:17,IR06M143
IR122310:7-2-2,IR120763:2,IRRI156
IR15A4029,IR103806:237,IRRI154
IR15A2983,IRRI149,COLOMBIAXXI
IR82298-B-B-15-4,UPLRI7_IRRI128,IR64
IR82296-B-B-12-4,PRIMAVERA_IRRI128,IR64
IR82298-B-B-118-1,UPLRI7_IRRI128,IR64
IR82298-B-B-74-2,UPLRI7_IRRI128,IR64
IR81187-B-B-195-1,IR73711-130-1-3-1_IR77782-B-10-1-2,IR70210-39-CPA7-1-1-4-2
IR82294-B-B-37-4,IR75000-69-2-1-2_IR74371-70-1-1,IR64
IR82298-B-B-114-2,UPLRI7_IRRI128,IR64
IR82311-B-B-1-2,IR75502-61-1-1-B,IR64
IR82321-B-B-26-4,SAMBHAMAHSURI,IRRI132
IR82311-B-B-70-3,IR75502-61-1-1-B,IR64
IR83641-567-B-B,IR01A163,IR64
IR81412-B-B-87-2,IR57514-PMI5-B-1-2,IRRI123
IR81412-B-B-79-2,IR57514-PMI5-B-1-2,IRRI123
IR82300-B-B-80-2,BR28,THADOKKHAM1
IR82298-B-B-14-4,UPLRI7_IRRI128,IR64
IR82311-B-B-103-3,IR75502-61-1-1-B,IR64
IR82308-B-B-84-2,IR73278-21-1-1-B,IR64
IR82607-B-B-12-1,IR49830-7-1-2-3,IR77073-B-35-1-1
IR82301-B-B-10-4,BR29,THADOKKHAM1
IR82294-B-B-37-3,IR75000-69-2-1-2_IR74371-70-1-1,IR64
IR81396-B-B-72-2,IRRI132,IR73571-3B-14-1
IR82596-B-B-83-3,CR1009,IR71700-247-1-1-2
IR82599-B-B-63-3,CR1009,IR77078-B-17-3-2
IR81187-B-B-136-2,IR73711-130-1-3-1_IR77782-B-10-1-2,IR70210-39-CPA7-1-1-4-2
IR82607-B-B-4-3,IR49830-7-1-2-3,IR77073-B-35-1-1
IR82609-B-B-79-4,IR49830-7-1-2-3,IR77081-B-61-2-3
IR83641-201-B-B,IR01A163,IR64
IR83641-47-B-B,IR01A163,IR64
IR82608-B-B-64-2,IR49830-7-1-2-3,IR77078-B-17-3-2
IR82627-B-B-30-2,IR74371-54-1-1,IR57514-PMI5-B-1-2
IR82608-B-B-84-1,IR49830-7-1-2-3,IR77078-B-17-3-2
IR83641-346-B-B,IR01A163,IR64
IR82607-B-B-86-3,IR49830-7-1-2-3,IR77073-B-35-1-1
IR81412-B-B-4-1,IR57514-PMI5-B-1-2,IRRI123
IR82596-B-B-56-2,CR1009,IR71700-247-1-1-2
IR82607-B-B-43-3,IR49830-7-1-2-3,IR77073-B-35-1-1
IR81414-B-B-133-3,IRRI128,UPLRI7
IR82609-B-B-79-1,IR49830-7-1-2-3,IR77081-B-61-2-3
IR82294-B-B-37-2,IR75000-69-2-1-2,IR74371-70-1-1
IR82667-B-B-17-4,IRRI122,IR77078-B-17-3-2
IR82596-B-B-33-1,CR1009,IR71700-247-1-1-2
IR82606-B-B-67-4,IR49830-7-1-2-3,IR71700-247-1-1-2
IR82298-B-B-99-2,UPLRI7_IRRI128,IR64
IR81398-B-B-66-3,IRRI132,IRRI128
IR82607-B-B-94-3,IR49830-7-1-2-3,IR77073-B-35-1-1
IR81187-B-B-160-1,IR73711-130-1-3-1_IR77782-B-10-1-2,IR70210-39-CPA7-1-1-4-2
IR82298-B-B-118-2,UPLRI7_IRRI128,IR64
IR82608-B-B-21-3,IR49830-7-1-2-3,IR77078-B-17-3-2
IR82667-B-B-39-2,IRRI122,IR77078-B-17-3-2
IR82596-B-B-42-3,CR1009,IR71700-247-1-1-2
IR81414-B-B-34-2,IRRI128,UPLRI7
IR82324-B-B-126-2,THADOKKHAM1,IR74371-46-1-1
IR82606-B-B-77-3,IR49830-7-1-2-3,IR71700-247-1-1-2
IR81420-B-B-168-4,IR73571-3B-14-1,IR74371-70-1-1
IR82609-B-B-79-3,IR49830-7-1-2-3,IR77081-B-61-2-3
IR82607-B-B-100-1,IR49830-7-1-2-3,IR77073-B-35-1-1
IR82300-B-B-74-2,BR28,THADOKKHAM1
IR82610-B-B-70-4,IR5,IR8
IR82314-B-B-153-2,MUANGNGA,THADOKKHAM1
IR81399-B-B-79-2,BR28,IRRI132
IR82599-B-B-63-2,CR1009,IR77078-B-17-3-2
IR81399-B-B-79-1,BR28,IRRI132
IR82609-B-B-2-1,IR49830-7-1-2-3,IR77081-B-61-2-3
IR06L769,IR01A102,CT6510-24-1-2
IR82607-B-B-84-3,IR49830-7-1-2-3,IR77073-B-35-1-1
IR82596-B-B-113-1,CR1009,IR71700-247-1-1-2
IR82609-B-B-46-4,IR49830-7-1-2-3,IR77081-B-61-2-3
IR82311-B-B-16-4,IR75502-61-1-1-B,IR64
IR82298-B-B-15-3,UPLRI7_IRRI128,IR64
IR81187-B-B-160-2,IR73711-130-1-3-1_IR77782-B-10-1-2,IR70210-39-CPA7-1-1-4-2
IR82308-B-B-116-4,IR73278-21-1-1-B,IR64
IR82284-B-B-46-1,IRRI132_IRRI128,IR64
IR82298-B-B-86-3,UPLRI7_IRRI128,IR64
IR06L774,IR01A102,CT6510-24-1-2
IR82609-B-B-46-2,IR49830-7-1-2-3,IR77081-B-61-2-3
IR82600-B-B-137-3,CR1009,IR77080-B-34-3
IR73005-23-1-3-3,IR65469-161-2-2-3-2-2,IR61979-138-1-3-2-2
IR15T1476,A69-1_IR73718-23-2-1-3,A69-1_IR02A201
FR13A,0,0
IR16L1411,HHZ8-SAL6-SAL3-Y2,IR09L204
IR16L1419,HHZ8-SAL6-SAL3-Y2,IR09L303
IR16L1421,HHZ8-SAL6-SAL3-Y2,IR09L303
IR16L1422,HHZ8-SAL6-SAL3-Y2,IR09L303
IR16L1447,IR06N155,IR09L120
IR16L1448,IR06N155,IR09L120
IR16L1453,IR06N155,IR09L120
IR16L1454,IR06N155,IR09L120
IR16L1478,PR37139-3-1-3-1-2-1,IR09L303
IR16L1484,PR37139-3-1-3-1-2-1,IR09L303
IR16L1485,PR37139-3-1-3-1-2-1,IR09L303
IR16L1499,IR09L303,BENONG130
IR16A1957,IR09A136_IR10M108,PSBRC10(IR50404-57-2-2-3)
IR16A1800,IR09A136_IRRI123,PR37275-7-14-5-1-2-2-1-2
IR16L1224,DULAR(ACC32561)_IRRI148,IRRI154_UPLRI7__IR87707-446-B-B-B_KALIAUS
IR16L1248,DULAR(ACC32561)_IRRI148,IRRI154_UPLRI7__IR87707-446-B-B-B_KALIAUS
IR16L1096,DULAR(ACC32561)_IRRI148,IRRI154_UPLRI7__IR87707-446-B-B-B_KALIAUS
IR16L1299,DULAR(ACC32561)_IRRI148,IRRI154_UPLRI7__IR87707-446-B-B-B_KALIAUS
IR16L1276,DULAR(ACC32561)_IRRI148,IRRI154_UPLRI7__IR87707-446-B-B-B_KALIAUS
IR16L1172,DULAR(ACC32561)_IRRI148,IRRI154_UPLRI7__IR87707-446-B-B-B_KALIAUS
