S.No.,Year,Season,Treatment,Design,Study_Name,Plot_No,Rep,Entry_No,Block,Entry-Check,YKGH,Row,Col
9174,2010,DS,Non-Stress,Alpha-Lattice,L10DS-18,28,1,4,3,Entry,5755.5,,
9175,2010,DS,Non-Stress,Alpha-Lattice,L10DS-18,67,2,4,3,Entry,6083.2,,
9176,2010,DS,Non-Stress,Alpha-Lattice,L10DS-18,86,3,4,1,Entry,6697.6,,
9294,2010,DS,Stress,Alpha-Lattice,L10DS-19,9,1,4,1,Entry,1998.3,,
9295,2010,DS,Stress,Alpha-Lattice,L10DS-19,79,2,4,4,Entry,1691.3,,
9296,2010,DS,Stress,Alpha-Lattice,L10DS-19,89,3,4,1,Entry,2762.8,,
9711,2010,WS,Non-Stress,Alpha-Lattice,L10WS-13,18,1,7,5,Entry,6206.6,,
9712,2010,WS,Non-Stress,Alpha-Lattice,L10WS-13,42,2,7,1,Entry,5325.7,,
9713,2010,WS,Non-Stress,Alpha-Lattice,L10WS-13,108,3,7,7,Entry,4701.2,,
9831,2010,WS,Stress,Alpha-Lattice,L10WS-14,11,1,7,3,Entry,3382.4,,
9832,2010,WS,Stress,Alpha-Lattice,L10WS-14,45,2,7,2,Entry,2794.1,,
9833,2010,WS,Stress,Alpha-Lattice,L10WS-14,96,3,7,4,Entry,2705.9,,
9951,2011,DS,Non-Stress,Alpha-Lattice,L11DS-14,11,1,7,3,Entry,3382.4,,
9952,2011,DS,Non-Stress,Alpha-Lattice,L11DS-14,45,2,7,2,Entry,2794.1,,
9953,2011,DS,Non-Stress,Alpha-Lattice,L11DS-14,96,3,7,4,Entry,2705.9,,
10209,2011,DS,Non-Stress,Alpha-Lattice,L11DS-16,69,3,3,2,Entry,7834,,
10210,2011,DS,Non-Stress,Alpha-Lattice,L11DS-16,15,1,3,4,Entry,6893.2,,
10211,2011,DS,Non-Stress,Alpha-Lattice,L11DS-16,53,2,3,6,Entry,8886.4,,
10305,2011,DS,Stress,Alpha-Lattice,L11DS-17,5,1,3,2,Entry,1508.8,,
10306,2011,DS,Stress,Alpha-Lattice,L11DS-17,56,2,3,6,Entry,1279.7,,
10307,2011,DS,Stress,Alpha-Lattice,L11DS-17,70,3,3,2,Entry,2086.8,,
10401,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,104,1,3,13,Entry,3504.9,,
10402,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,194,2,3,7,Entry,3795.9,,
10403,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,422,3,3,17,Entry,3538.2,,
17673,2018,WS,Non-Stress,Alpha-Lattice,L18WS-18,261,1,207,66,Entry,3165.8,4,39
17969,2018,WS,Non-Stress,Alpha-Lattice,L18WS-18,365,2,207,18,Entry,4399.6,1,143
19465,2019,WS,Non-Stress,Augmented-RCBD,RF19WS-01,68,1,207,1,Entry,4650.472741,1,68
19810,2019,WS,Stress,Augmented-RCBD,RF19WS-02B,12,1,158,1,Entry,448.6013986,1,12
17677,2018,WS,Non-Stress,Alpha-Lattice,L18WS-18,101,1,211,26,Entry,2819.3,2,27
17973,2018,WS,Non-Stress,Alpha-Lattice,L18WS-18,317,2,211,6,Entry,3553.9,1,95
19469,2019,WS,Non-Stress,Augmented-RCBD,RF19WS-01,31,1,211,1,Entry,3438.978549,1,31
19814,2019,WS,Stress,Augmented-RCBD,RF19WS-02B,89,1,162,2,Entry,505.5051973,2,1
17713,2018,WS,Non-Stress,Alpha-Lattice,L18WS-18,145,1,247,37,Entry,2315.7,2,71
18009,2018,WS,Non-Stress,Alpha-Lattice,L18WS-18,563,2,247,67,Entry,2854.5,4,119
19505,2019,WS,Non-Stress,Augmented-RCBD,RF19WS-01,167,1,247,3,Entry,3431.339085,3,5
19848,2019,WS,Stress,Augmented-RCBD,RF19WS-02B,255,1,196,3,Entry,478.7119857,3,79
17712,2018,WS,Non-Stress,Alpha-Lattice,L18WS-18,196,1,246,49,Entry,1717.4,3,48
18008,2018,WS,Non-Stress,Alpha-Lattice,L18WS-18,460,2,246,41,Entry,2848.1,3,90
19504,2019,WS,Non-Stress,Augmented-RCBD,RF19WS-01,238,1,246,3,Entry,3536.092228,3,76
19847,2019,WS,Stress,Augmented-RCBD,RF19WS-02B,109,1,195,2,Entry,574.1424419,2,21
17583,2018,WS,Non-Stress,Alpha-Lattice,L18WS-18,8,1,117,2,Entry,1873,1,8
17879,2018,WS,Non-Stress,Alpha-Lattice,L18WS-18,419,2,117,31,Entry,2479.9,2,123
19375,2019,WS,Non-Stress,Augmented-RCBD,RF19WS-01,19,1,117,1,Entry,1599.510826,1,19
19734,2019,WS,Stress,Augmented-RCBD,RF19WS-02B,183,1,82,3,Entry,301.4189299,3,7
17584,2018,WS,Non-Stress,Alpha-Lattice,L18WS-18,191,1,118,48,Entry,336.5,3,43
17880,2018,WS,Non-Stress,Alpha-Lattice,L18WS-18,400,2,118,26,Entry,466.1,2,104
19376,2019,WS,Non-Stress,Augmented-RCBD,RF19WS-01,146,1,118,2,Entry,2411.700942,2,65
19618,2019,WS,Stress,Augmented-RCBD,RF19WS-02A,9,1,36,1,Entry,2031.161972,1,5
17679,2018,WS,Non-Stress,Alpha-Lattice,L18WS-18,165,1,213,42,Entry,4315.7,3,17
17975,2018,WS,Non-Stress,Alpha-Lattice,L18WS-18,582,2,213,72,Entry,3287.7,4,138
19471,2019,WS,Non-Stress,Augmented-RCBD,RF19WS-01,269,1,213,4,Entry,4855.720339,4,26
19816,2019,WS,Stress,Augmented-RCBD,RF19WS-02B,84,1,164,1,Entry,990.4634551,1,84
17720,2018,WS,Non-Stress,Alpha-Lattice,L18WS-18,52,1,254,13,Entry,3932.6,1,52
18016,2018,WS,Non-Stress,Alpha-Lattice,L18WS-18,448,2,254,38,Entry,4193.5,3,78
19512,2019,WS,Non-Stress,Augmented-RCBD,RF19WS-01,130,1,254,2,Entry,5233.592158,2,49
19853,2019,WS,Stress,Augmented-RCBD,RF19WS-02B,32,1,201,1,Entry,767.1245847,1,32
8694,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,58,1,14,12,Entry,5624,,
8695,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,88,2,14,1,Entry,5874.7,,
8696,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,228,3,14,12,Entry,5760,,
8949,2010,DS,Stress,Alpha-Lattice,L10DS-17,18,1,14,4,Entry,1528.4,,
8950,2010,DS,Stress,Alpha-Lattice,L10DS-17,101,2,14,4,Entry,2300.2,,
8951,2010,DS,Stress,Alpha-Lattice,L10DS-17,214,3,14,9,Entry,2391.4,,
8712,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,73,1,20,15,Entry,5954.2,,
8713,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,104,2,20,4,Entry,4585.6,,
8714,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,226,3,20,12,Entry,5361.2,,
8967,2010,DS,Stress,Alpha-Lattice,L10DS-17,34,1,20,7,Entry,2146.3,,
8968,2010,DS,Stress,Alpha-Lattice,L10DS-17,134,2,20,10,Entry,2340.3,,
8969,2010,DS,Stress,Alpha-Lattice,L10DS-17,240,3,20,14,Entry,2103.8,,
8733,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,42,1,27,9,Entry,5474.3,,
8734,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,132,2,27,10,Entry,5026.6,,
8735,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,249,3,27,16,Entry,5917.7,,
8988,2010,DS,Stress,Alpha-Lattice,L10DS-17,32,1,27,7,Entry,1791.8,,
8989,2010,DS,Stress,Alpha-Lattice,L10DS-17,89,2,27,1,Entry,2979.2,,
8990,2010,DS,Stress,Alpha-Lattice,L10DS-17,192,3,27,5,Entry,1439.3,,
8742,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,64,1,30,13,Entry,5197.1,,
8743,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,144,2,30,12,Entry,5771.3,,
8744,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,201,3,30,7,Entry,6786.9,,
8997,2010,DS,Stress,Alpha-Lattice,L10DS-17,8,1,30,2,Entry,477.2,,
8998,2010,DS,Stress,Alpha-Lattice,L10DS-17,139,2,30,11,Entry,1318.9,,
8999,2010,DS,Stress,Alpha-Lattice,L10DS-17,231,3,30,13,Entry,1348.3,,
8754,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,56,1,34,12,Entry,5036.1,,
8755,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,100,2,34,3,Entry,5939,,
8756,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,196,3,34,6,Entry,6481.4,,
9009,2010,DS,Stress,Alpha-Lattice,L10DS-17,25,1,34,5,Entry,1811,,
9010,2010,DS,Stress,Alpha-Lattice,L10DS-17,113,2,34,6,Entry,2022.8,,
9011,2010,DS,Stress,Alpha-Lattice,L10DS-17,179,3,34,2,Entry,2326.5,,
8769,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,24,1,39,5,Entry,5463.9,,
8770,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,147,2,39,13,Entry,4773.8,,
8771,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,174,3,39,1,Entry,4839.2,,
9024,2010,DS,Stress,Alpha-Lattice,L10DS-17,6,1,39,2,Entry,1335.9,,
9025,2010,DS,Stress,Alpha-Lattice,L10DS-17,157,2,39,15,Entry,2529.4,,
9026,2010,DS,Stress,Alpha-Lattice,L10DS-17,216,3,39,10,Entry,2917.1,,
8772,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,70,1,40,14,Entry,4725.8,,
8773,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,159,2,40,15,Entry,5193.1,,
8774,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,241,3,40,15,Entry,6136.2,,
9027,2010,DS,Stress,Alpha-Lattice,L10DS-17,82,1,40,17,Entry,1527.6,,
9028,2010,DS,Stress,Alpha-Lattice,L10DS-17,88,2,40,1,Entry,2174.8,,
9029,2010,DS,Stress,Alpha-Lattice,L10DS-17,203,3,40,7,Entry,2564.4,,
8781,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,61,1,43,13,Entry,4919.6,,
8782,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,91,2,43,2,Entry,5534.1,,
8783,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,184,3,43,3,Entry,5022.8,,
9036,2010,DS,Stress,Alpha-Lattice,L10DS-17,20,1,43,4,Entry,1774.6,,
9037,2010,DS,Stress,Alpha-Lattice,L10DS-17,128,2,43,9,Entry,1107.5,,
9038,2010,DS,Stress,Alpha-Lattice,L10DS-17,206,3,43,8,Entry,2683.8,,
9258,2010,DS,Non-Stress,Alpha-Lattice,L10DS-18,21,1,32,3,Entry,5286.2,,
9259,2010,DS,Non-Stress,Alpha-Lattice,L10DS-18,54,2,32,2,Entry,6768.7,,
9260,2010,DS,Non-Stress,Alpha-Lattice,L10DS-18,115,3,32,4,Entry,6975.3,,
9378,2010,DS,Stress,Alpha-Lattice,L10DS-19,12,1,32,2,Entry,1539.1,,
9379,2010,DS,Stress,Alpha-Lattice,L10DS-19,42,2,32,1,Entry,1302.2,,
9380,2010,DS,Stress,Alpha-Lattice,L10DS-19,110,3,32,3,Entry,442.6,,
9522,2010,WS,Non-Stress,Alpha-Lattice,L10WS-11,25,1,40,5,Entry,2641.6,,
9523,2010,WS,Non-Stress,Alpha-Lattice,L10WS-11,51,2,40,1,Entry,4853.1,,
9524,2010,WS,Non-Stress,Alpha-Lattice,L10WS-11,142,3,40,8,Entry,2185.3,,
9666,2010,WS,Stress,Alpha-Lattice,L10WS-12,45,1,40,8,Entry,3176.5,,
9667,2010,WS,Stress,Alpha-Lattice,L10WS-12,50,2,40,1,Entry,3088.2,,
9668,2010,WS,Stress,Alpha-Lattice,L10WS-12,100,3,40,1,Entry,3176.5,,
10122,2011,DS,Stress,Alpha-Lattice,L11DS-15,3,1,24,1,Entry,2313.6,,
10123,2011,DS,Stress,Alpha-Lattice,L11DS-15,53,2,24,1,Entry,1362.8,,
10124,2011,DS,Stress,Alpha-Lattice,L11DS-15,135,3,24,7,Entry,261.5,,
9771,2010,WS,Non-Stress,Alpha-Lattice,L10WS-13,24,1,27,6,Entry,4873.9,,
9772,2010,WS,Non-Stress,Alpha-Lattice,L10WS-13,66,2,27,7,Entry,3849.8,,
9773,2010,WS,Non-Stress,Alpha-Lattice,L10WS-13,104,3,27,6,Entry,4719.4,,
9891,2010,WS,Stress,Alpha-Lattice,L10WS-14,27,1,27,7,Entry,2764.7,,
9892,2010,WS,Stress,Alpha-Lattice,L10WS-14,59,2,27,5,Entry,2911.8,,
9893,2010,WS,Stress,Alpha-Lattice,L10WS-14,104,3,27,6,Entry,2911.8,,
10011,2011,DS,Non-Stress,Alpha-Lattice,L11DS-14,27,1,27,7,Entry,2764.7,,
10012,2011,DS,Non-Stress,Alpha-Lattice,L11DS-14,59,2,27,5,Entry,2911.8,,
10013,2011,DS,Non-Stress,Alpha-Lattice,L11DS-14,104,3,27,6,Entry,2911.8,,
9780,2010,WS,Non-Stress,Alpha-Lattice,L10WS-13,39,1,30,10,Entry,5998.4,,
9781,2010,WS,Non-Stress,Alpha-Lattice,L10WS-13,79,2,30,10,Entry,3922.9,,
9782,2010,WS,Non-Stress,Alpha-Lattice,L10WS-13,109,3,30,8,Entry,3892.3,,
9900,2010,WS,Stress,Alpha-Lattice,L10WS-14,23,1,30,6,Entry,2323.5,,
9901,2010,WS,Stress,Alpha-Lattice,L10WS-14,64,2,30,6,Entry,2470.6,,
9902,2010,WS,Stress,Alpha-Lattice,L10WS-14,116,3,30,9,Entry,2705.9,,
10020,2011,DS,Non-Stress,Alpha-Lattice,L11DS-14,23,1,30,6,Entry,2323.5,,
10021,2011,DS,Non-Stress,Alpha-Lattice,L11DS-14,64,2,30,6,Entry,2470.6,,
10022,2011,DS,Non-Stress,Alpha-Lattice,L11DS-14,116,3,30,9,Entry,2705.9,,
9786,2010,WS,Non-Stress,Alpha-Lattice,L10WS-13,10,1,32,3,Entry,3438,,
9787,2010,WS,Non-Stress,Alpha-Lattice,L10WS-13,51,2,32,3,Entry,4427.8,,
9788,2010,WS,Non-Stress,Alpha-Lattice,L10WS-13,81,3,32,1,Entry,3493.1,,
9906,2010,WS,Stress,Alpha-Lattice,L10WS-14,12,1,32,3,Entry,2911.8,,
9907,2010,WS,Stress,Alpha-Lattice,L10WS-14,56,2,32,4,Entry,2500,,
9908,2010,WS,Stress,Alpha-Lattice,L10WS-14,109,3,32,8,Entry,2705.9,,
10026,2011,DS,Non-Stress,Alpha-Lattice,L11DS-14,12,1,32,3,Entry,2911.8,,
10027,2011,DS,Non-Stress,Alpha-Lattice,L11DS-14,56,2,32,4,Entry,2500,,
10028,2011,DS,Non-Stress,Alpha-Lattice,L11DS-14,109,3,32,8,Entry,2705.9,,
9789,2010,WS,Non-Stress,Alpha-Lattice,L10WS-13,28,1,33,7,Entry,4311.3,,
9790,2010,WS,Non-Stress,Alpha-Lattice,L10WS-13,73,2,33,9,Entry,3718.2,,
9791,2010,WS,Non-Stress,Alpha-Lattice,L10WS-13,101,3,33,6,Entry,3686.8,,
9909,2010,WS,Stress,Alpha-Lattice,L10WS-14,3,1,33,1,Entry,2529.4,,
9910,2010,WS,Stress,Alpha-Lattice,L10WS-14,60,2,33,5,Entry,3058.8,,
9911,2010,WS,Stress,Alpha-Lattice,L10WS-14,110,3,33,8,Entry,3058.8,,
10029,2011,DS,Non-Stress,Alpha-Lattice,L11DS-14,3,1,33,1,Entry,2529.4,,
10030,2011,DS,Non-Stress,Alpha-Lattice,L11DS-14,60,2,33,5,Entry,3058.8,,
10031,2011,DS,Non-Stress,Alpha-Lattice,L11DS-14,110,3,33,8,Entry,3058.8,,
10164,2011,DS,Stress,Alpha-Lattice,L11DS-15,10,1,38,2,Entry,1951.5,,
10165,2011,DS,Stress,Alpha-Lattice,L11DS-15,73,2,38,5,Entry,1076.2,,
10166,2011,DS,Stress,Alpha-Lattice,L11DS-15,112,3,38,3,Entry,979.3,,
10149,2011,DS,Stress,Alpha-Lattice,L11DS-15,2,1,33,1,Entry,2782,,
10150,2011,DS,Stress,Alpha-Lattice,L11DS-15,56,2,33,2,Entry,1411.2,,
10151,2011,DS,Stress,Alpha-Lattice,L11DS-15,121,3,33,5,Entry,500.5,,
10185,2011,DS,Stress,Alpha-Lattice,L11DS-15,4,1,45,1,Entry,1836.9,,
10186,2011,DS,Stress,Alpha-Lattice,L11DS-15,76,2,45,6,Entry,355.8,,
10187,2011,DS,Stress,Alpha-Lattice,L11DS-15,114,3,45,3,Entry,353.4,,
10170,2011,DS,Stress,Alpha-Lattice,L11DS-15,19,1,40,4,Entry,1335.8,,
10171,2011,DS,Stress,Alpha-Lattice,L11DS-15,90,2,40,8,Entry,70.9,,
10172,2011,DS,Stress,Alpha-Lattice,L11DS-15,148,3,40,10,Entry,83.7,,
10131,2011,DS,Stress,Alpha-Lattice,L11DS-15,15,1,27,3,Entry,1824,,
10132,2011,DS,Stress,Alpha-Lattice,L11DS-15,59,2,27,2,Entry,860.8,,
10133,2011,DS,Stress,Alpha-Lattice,L11DS-15,139,3,27,8,Entry,399.7,,
10146,2011,DS,Stress,Alpha-Lattice,L11DS-15,23,1,32,5,Entry,1291.7,,
10147,2011,DS,Stress,Alpha-Lattice,L11DS-15,97,2,32,10,Entry,572.4,,
10148,2011,DS,Stress,Alpha-Lattice,L11DS-15,115,3,32,3,Entry,550.5,,
10182,2011,DS,Stress,Alpha-Lattice,L11DS-15,38,1,44,8,Entry,809.3,,
10183,2011,DS,Stress,Alpha-Lattice,L11DS-15,92,2,44,9,Entry,418.6,,
10184,2011,DS,Stress,Alpha-Lattice,L11DS-15,103,3,44,1,Entry,797.3,,
10179,2011,DS,Stress,Alpha-Lattice,L11DS-15,20,1,43,4,Entry,723,,
10180,2011,DS,Stress,Alpha-Lattice,L11DS-15,99,2,43,10,Entry,19,,
10181,2011,DS,Stress,Alpha-Lattice,L11DS-15,126,3,43,6,Entry,29.5,,
10134,2011,DS,Stress,Alpha-Lattice,L11DS-15,13,1,28,3,Entry,1941,,
10135,2011,DS,Stress,Alpha-Lattice,L11DS-15,93,2,28,9,Entry,457.8,,
10136,2011,DS,Stress,Alpha-Lattice,L11DS-15,142,3,28,9,Entry,746.9,,
10188,2011,DS,Stress,Alpha-Lattice,L11DS-15,39,1,46,8,Entry,329.5,,
10189,2011,DS,Stress,Alpha-Lattice,L11DS-15,66,2,46,4,Entry,676.3,,
10190,2011,DS,Stress,Alpha-Lattice,L11DS-15,133,3,46,7,Entry,175,,
10173,2011,DS,Stress,Alpha-Lattice,L11DS-15,7,1,41,2,Entry,1381.9,,
10174,2011,DS,Stress,Alpha-Lattice,L11DS-15,62,2,41,3,Entry,347.8,,
10175,2011,DS,Stress,Alpha-Lattice,L11DS-15,144,3,41,9,Entry,34.6,,
10128,2011,DS,Stress,Alpha-Lattice,L11DS-15,30,1,26,6,Entry,354,,
10129,2011,DS,Stress,Alpha-Lattice,L11DS-15,87,2,26,8,Entry,102.2,,
10130,2011,DS,Stress,Alpha-Lattice,L11DS-15,130,3,26,6,Entry,99.8,,
10143,2011,DS,Stress,Alpha-Lattice,L11DS-15,18,1,31,4,Entry,2241.6,,
10144,2011,DS,Stress,Alpha-Lattice,L11DS-15,52,2,31,1,Entry,1089.8,,
10145,2011,DS,Stress,Alpha-Lattice,L11DS-15,145,3,31,9,Entry,775.7,,
10272,2011,DS,Non-Stress,Alpha-Lattice,L11DS-16,1,1,24,1,Entry,9291.5,,
10273,2011,DS,Non-Stress,Alpha-Lattice,L11DS-16,85,3,24,6,Entry,10118.8,,
10274,2011,DS,Non-Stress,Alpha-Lattice,L11DS-16,57,2,24,7,Entry,5531.7,,
10368,2011,DS,Stress,Alpha-Lattice,L11DS-17,19,1,24,5,Entry,554.9,,
10369,2011,DS,Stress,Alpha-Lattice,L11DS-17,40,2,24,2,Entry,618.3,,
10370,2011,DS,Stress,Alpha-Lattice,L11DS-17,71,3,24,2,Entry,143.2,,
17587,2018,WS,Non-Stress,Alpha-Lattice,L18WS-18,238,1,121,60,Entry,1636.1,4,16
17883,2018,WS,Non-Stress,Alpha-Lattice,L18WS-18,452,2,121,39,Entry,2603,3,82
19737,2019,WS,Stress,Augmented-RCBD,RF19WS-02B,28,1,85,1,Entry,238.3393384,1,28
19379,2019,WS,Non-Stress,Augmented-RCBD,RF19WS-01,59,1,121,1,Entry,4187.156724,1,59
17588,2018,WS,Non-Stress,Alpha-Lattice,L18WS-18,252,1,122,63,Entry,4401.3,4,30
17884,2018,WS,Non-Stress,Alpha-Lattice,L18WS-18,299,2,122,1,Entry,3881.3,1,77
19380,2019,WS,Non-Stress,Augmented-RCBD,RF19WS-01,85,1,122,2,Entry,5239.866704,2,4
19738,2019,WS,Stress,Augmented-RCBD,RF19WS-02B,219,1,86,3,Entry,691.4728682,3,43
10677,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,9,1,95,2,Entry,3862.2,,
10678,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,172,2,95,4,Entry,1886.3,,
10679,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,374,3,95,11,Entry,2422.7,,
17589,2018,WS,Non-Stress,Alpha-Lattice,L18WS-18,128,1,123,32,Entry,4580.7,2,54
17885,2018,WS,Non-Stress,Alpha-Lattice,L18WS-18,478,2,123,46,Entry,4037.3,3,108
19381,2019,WS,Non-Stress,Augmented-RCBD,RF19WS-01,181,1,123,3,Entry,3959.242756,3,19
19619,2019,WS,Stress,Augmented-RCBD,RF19WS-02A,27,1,37,1,Entry,296.4539007,1,14
17717,2018,WS,Non-Stress,Alpha-Lattice,L18WS-18,38,1,251,10,Entry,2689.8,1,38
18013,2018,WS,Non-Stress,Alpha-Lattice,L18WS-18,410,2,251,29,Entry,1970.7,2,114
19509,2019,WS,Non-Stress,Augmented-RCBD,RF19WS-01,145,1,251,2,Entry,3099.188391,2,64
19851,2019,WS,Stress,Augmented-RCBD,RF19WS-02B,117,1,199,2,Entry,368.9781022,2,29
17718,2018,WS,Non-Stress,Alpha-Lattice,L18WS-18,88,1,252,22,Entry,2719.8,2,14
18014,2018,WS,Non-Stress,Alpha-Lattice,L18WS-18,314,2,252,5,Entry,3231.7,1,92
19510,2019,WS,Non-Stress,Augmented-RCBD,RF19WS-01,319,1,252,4,Entry,3491.607685,4,76
19852,2019,WS,Stress,Augmented-RCBD,RF19WS-02B,221,1,200,3,Entry,968.75,3,45
209,2003,DS,Stress,Alpha-lattice,LDS03-02,27,1,53,4,Check,960,,
210,2003,DS,Stress,Alpha-lattice,LDS03-02,78,2,53,4,Check,1386.7,,
211,2003,DS,Stress,Alpha-lattice,LDS03-02,166,3,53,8,Check,1786.7,,
212,2003,DS,Stress,Alpha-lattice,LDS03-02,175,4,53,1,Check,1226.7,,
455,2004,DS,Stress,Alpha-lattice,L04DS-07A,16,1,41,3,Check,3717.8,,
456,2004,DS,Stress,Alpha-lattice,L04DS-07A,78,2,41,6,Check,3030.8,,
543,2005,DS,Stress,Alpha-lattice,L05DS-18,7,1,22,2,Check,412.78,,
544,2005,DS,Stress,Alpha-lattice,L05DS-18,51,2,22,2,Check,394.48,,
545,2005,DS,Stress,Alpha-lattice,L05DS-18,101,3,22,3,Check,455.29,,
546,2005,DS,Stress,Alpha-lattice,L05DS-18,134,4,22,2,Check,640.47,,
765,2005,DS,Stress,Alpha-lattice,L05DS-19,4,1,47,1,Entry,1853.95,,
766,2005,DS,Stress,Alpha-lattice,L05DS-19,152,2,47,11,Entry,1596.05,,
767,2005,DS,Stress,Alpha-lattice,L05DS-19,160,3,47,1,Entry,394.69,,
903,2005,DS,Non-Stress,Alpha-lattice,L05DS-24,1,1,16,1,Entry,2388.48,,
904,2005,DS,Non-Stress,Alpha-lattice,L05DS-24,105,2,16,4,Entry,3265.78,,
905,2005,DS,Non-Stress,Alpha-lattice,L05DS-24,227,3,16,11,Entry,3051.74,,
19549,2019,WS,Non-Stress,Augmented-RCBD,RF19WS-01,165,1,291,3,Entry,2514.558908,3,3
681,2005,DS,Stress,Alpha-lattice,L05DS-19,57,1,19,9,Entry,2599.97,,
682,2005,DS,Stress,Alpha-lattice,L05DS-19,91,2,19,2,Entry,2141.28,,
683,2005,DS,Stress,Alpha-lattice,L05DS-19,186,3,19,5,Entry,888.59,,
876,2005,DS,Non-Stress,Alpha-lattice,L05DS-24,63,1,7,9,Entry,3425.91,,
877,2005,DS,Non-Stress,Alpha-lattice,L05DS-24,144,2,7,10,Entry,3998.57,,
878,2005,DS,Non-Stress,Alpha-lattice,L05DS-24,222,3,7,10,Entry,3507.65,,
1416,2006,DS,Stress,Alpha-lattice,L06DS-14,15,1,110,2,Check,344.96,,
1417,2006,DS,Stress,Alpha-lattice,L06DS-14,123,2,110,2,Check,491.19,,
1418,2006,DS,Stress,Alpha-lattice,L06DS-14,299,3,110,8,Check,318.59,,
2256,2006,DS,Non-Stress,Alpha-lattice,L06DS-17,88,1,110,9,Check,1508.08,,
2257,2006,DS,Non-Stress,Alpha-lattice,L06DS-17,182,2,110,8,Check,692.72,,
2258,2006,DS,Non-Stress,Alpha-lattice,L06DS-17,306,3,110,9,Check,633.4,,
2847,2006,WS,Non-Stress,Alpha-Lattice,L06WS-18,22,1,27,5,Entry,2658.75,,
2848,2006,WS,Non-Stress,Alpha-Lattice,L06WS-18,41,2,27,1,Entry,1264.48,,
2849,2006,WS,Non-Stress,Alpha-Lattice,L06WS-18,96,3,27,4,Entry,1947.59,,
2967,2006,WS,Stress,Alpha-Lattice,L06WS-19,4,1,27,1,Entry,435.95,,
2968,2006,WS,Stress,Alpha-Lattice,L06WS-19,53,2,27,3,Entry,625.31,,
2969,2006,WS,Stress,Alpha-Lattice,L06WS-19,109,3,27,6,Entry,1388.62,,
8892,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,33,1,80,7,Entry,4618.3,,
8893,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,135,2,80,10,Entry,3594,,
8894,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,205,3,80,7,Entry,4117.4,,
9147,2010,DS,Stress,Alpha-Lattice,L10DS-17,70,1,80,14,Entry,800.5,,
9148,2010,DS,Stress,Alpha-Lattice,L10DS-17,99,2,80,3,Entry,1154.9,,
9149,2010,DS,Stress,Alpha-Lattice,L10DS-17,202,3,80,7,Entry,2151.5,,
8886,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,35,1,78,7,Entry,5415,,
8887,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,86,2,78,1,Entry,6385.5,,
8888,2010,DS,Non-Stress,Alpha-Lattice,L10DS-16,238,3,78,14,Entry,6423,,
9141,2010,DS,Stress,Alpha-Lattice,L10DS-17,63,1,78,13,Entry,1218.3,,
9142,2010,DS,Stress,Alpha-Lattice,L10DS-17,138,2,78,11,Entry,1154.1,,
9143,2010,DS,Stress,Alpha-Lattice,L10DS-17,174,3,78,1,Entry,3296.9,,
17752,2018,WS,Non-Stress,Alpha-Lattice,L18WS-18,150,1,286,38,Entry,3375.7,3,2
18048,2018,WS,Non-Stress,Alpha-Lattice,L18WS-18,402,2,286,27,Entry,3644.5,2,106
19544,2019,WS,Non-Stress,Augmented-RCBD,RF19WS-01,84,1,286,2,Entry,4329.240342,2,3
19884,2019,WS,Stress,Augmented-RCBD,RF19WS-02B,77,1,232,1,Entry,901.7375887,1,77
729,2005,DS,Stress,Alpha-lattice,L05DS-19,8,1,35,2,Entry,1057.23,,
